user_input,response
me explica o que e a FLIP,"A FLIP - Festa Literaria Internacional de Paraty e um festival intimista e sofisticado realizado na historica cidade de Paraty, reconhecido internacionalmente pela qualidade de sua programacao. Acesse www.flip.org.br para mais informacoes."
a FLIP e em qual cidade?,A FLIP - Festa Literaria Internacional de Paraty e realizada em Paraty (RJ).
qual a cidade da Bienal Rio?,A Bienal do Rio de Janeiro e realizada em Rio de Janeiro (RJ) - Riocentro.
fala sobre a FLOR,"A FLOR - Feira Literaria do Orgulho e Resistencia e uma feira literaria dedicada a vozes LGBTQIA+, perifericas e de resistencia, celebrando a diversidade e o poder transformador da literatura. Acesse www.feiraflor.com.br para mais informacoes."
como chegar na Flipocos?,"O endereco da Flipocos - Festa Literaria de Pocos de Caldas e: Thermas Antonio Carlos - Av. Francisco Salles, 544 - Centro, Pocos de Caldas (MG) - CEP 37701-366. Para informacoes de transporte e estacionamento, consulte www.flipocos.com.br."
qual a importancia da Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
por que devo ir a FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
quanto custa o ingresso da Flipocos?,"Os precos dos ingressos da Flipocos - Festa Literaria de Pocos de Caldas variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flipocos.com.br."
quais autores ja foram convidados para a Feira Unesp?,"A Feira do Livro da Unesp ja recebeu como convidados nomes como Djamila Ribeiro e Ailton Krenak, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.livraria.unesp.br."
quais escritores foram homenageados pela Bienal PE?,"A Bienal Internacional do Livro de Pernambuco ja prestou homenagem a grandes nomes da literatura, como Ariano Suassuna, Clarice Lispector e Joao Cabral de Melo Neto. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivrope.com.br."
vale a pena ir na FLOR?,"Com certeza! A FLOR - Feira Literaria do Orgulho e Resistencia e uma feira literaria dedicada a vozes LGBTQIA+, perifericas e de resistencia, celebrando a diversidade e o poder transformador da literatura. Confira a programacao em www.feiraflor.com.br e planeje sua visita."
qual o endereco da Bienal Rio?,"O endereco da Bienal do Rio de Janeiro e: Av. Salvador Allende, 6555 - Barra da Tijuca, Rio de Janeiro (RJ) - CEP 22783-127 (Riocentro, Pavilhao 3). Para informacoes de transporte e estacionamento, consulte www.bienaldorio.com.br."
o que acontece na Festival Literario SC?,"A Festival Literario Catarinense costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.festivalliterariosc.com.br proximo ao evento."
o que e a bienal do livro?,"A Bienal do Livro e um grande festival cultural e literario que reune editoras, livrarias, autores e leitores para celebrar a leitura. No Brasil temos varias: Bienal de Sao Paulo, Bienal do Rio de Janeiro, Bienal Bahia (Salvador) e Bienal de Pernambuco (Recife). Sobre qual delas voce gostaria de saber mais?"
quais escritores costumam ir a Festival Literario SC?,"A Festival Literario Catarinense ja recebeu como convidados nomes como Djamila Ribeiro, Milton Hatoum e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.festivalliterariosc.com.br."
quais autores ja foram convidados para a Festival Literario SC?,"A Festival Literario Catarinense ja recebeu como convidados nomes como Ailton Krenak, Conceicao Evaristo e Milton Hatoum, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.festivalliterariosc.com.br."
quero saber tudo sobre a Festival Literario SC,"A Festival Literario Catarinense e um dos principais festivais do Sul do Brasil, celebrando a literatura catarinense e nacional com debates, lancamentos e oficinas. Ocorre em setembro em Florianopolis (SC). Mais informacoes em www.festivalliterariosc.com.br."
qual a historia da FLIP?,"A FLIP - Festa Literaria Internacional de Paraty e um festival intimista e sofisticado realizado na historica cidade de Paraty, reconhecido internacionalmente pela qualidade de sua programacao. Acesse www.flip.org.br para mais informacoes."
quero saber tudo sobre a Festival Literario SC,"A Festival Literario Catarinense e um dos principais festivais do Sul do Brasil, celebrando a literatura catarinense e nacional com debates, lancamentos e oficinas. Ocorre em setembro em Florianopolis (SC). Mais informacoes em www.festivalliterariosc.com.br."
quais escritores costumam ir a Bienal PE?,"A Bienal Internacional do Livro de Pernambuco ja recebeu como convidados nomes como Conceicao Evaristo, Ailton Krenak e Itamar Vieira Junior, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrope.com.br."
qual o endereco da Bienal Rio?,"A Bienal do Rio de Janeiro acontece em: Av. Salvador Allende, 6555 - Barra da Tijuca, Rio de Janeiro (RJ) - CEP 22783-127 (Riocentro, Pavilhao 3). Mais detalhes logisticos em www.bienaldorio.com.br."
onde e realizada a Flipocos - Festa Literaria de Pocos de Caldas?,A Flipocos - Festa Literaria de Pocos de Caldas e realizada em Pocos de Caldas (MG).
o que e um festival literario brasileiro?,"Os festivais literarios brasileiros sao eventos culturais que celebram a leitura e reunem autores, editoras e leitores. Vao desde grandes bienais (SP, Rio, Bahia, Pernambuco) ate festivais intimistas como FLIP, FLIC e FLOR. Cada um tem sua identidade unica."
qual o endereco da Feira do Livro POA?,"A Feira do Livro de Porto Alegre acontece em: Praca da Alfandega, s/n - Centro Historico, Porto Alegre (RS) - CEP 90010-150. Mais detalhes logisticos em www.feiradolivro.com.br."
qual o endereco da Bienal do Livro de Sao Paulo?,"O endereco da Bienal Internacional do Livro de Sao Paulo e: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi). Para informacoes de transporte e estacionamento, consulte www.bienaldolivro.com.br."
quais escritores costumam ir a Feira do Livro POA?,"A Feira do Livro de Porto Alegre ja recebeu como convidados nomes como Itamar Vieira Junior, Djamila Ribeiro e Conceicao Evaristo, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.feiradolivro.com.br."
qual e o local da Bienal PE?,A Bienal Internacional do Livro de Pernambuco e realizada em Recife (PE) - Centro de Convencoes.
onde exatamente fica a FLIC?,"O endereco da FLIC - Festa Literaria de Belo Horizonte e: Praca da Liberdade, s/n - Funcionarios, Belo Horizonte (MG) - CEP 30140-010 (Circuito Liberdade). Para informacoes de transporte e estacionamento, consulte www.flicbh.com.br."
qual o endereco completo da Festival Literario SC?,"O endereco da Festival Literario Catarinense e: Centro Integrado de Cultura - Av. Irineu Bornhausen, 5600 - Agronomica, Florianopolis (SC) - CEP 88034-100 (CIC Florianopolis). Para informacoes de transporte e estacionamento, consulte www.festivalliterariosc.com.br."
qual e o local da Bienal Rio?,A Bienal do Rio de Janeiro e realizada em Rio de Janeiro (RJ) - Riocentro.
quais as datas da Bienal do Rio de Janeiro?,"A Bienal do Rio de Janeiro geralmente acontece em setembro. Para as datas exatas desta edicao, consulte www.bienaldorio.com.br."
qual o impacto da Bienal Bahia?,"A Bienal do Livro Bahia e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
em que mes acontece a FLIC?,"A FLIC - Festa Literaria de Belo Horizonte geralmente acontece em junho. Para as datas exatas desta edicao, consulte www.flicbh.com.br."
quais escritores costumam ir a Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo ja recebeu como convidados nomes como Conceicao Evaristo, Djamila Ribeiro e Itamar Vieira Junior, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivro.com.br."
fala sobre a Festa Literaria POA,"A Festa Literaria de Porto Alegre e um dos principais eventos literarios do Sul do Brasil, com intensa programacao de autores regionais e nacionais. Acesse festaliterariaportaalegre.com.br para mais informacoes."
bienal do livro o que e?,"A Bienal do Livro e um grande festival cultural e literario que reune editoras, livrarias, autores e leitores para celebrar a leitura. No Brasil temos varias: Bienal de Sao Paulo, Bienal do Rio de Janeiro, Bienal Bahia (Salvador) e Bienal de Pernambuco (Recife). Sobre qual delas voce gostaria de saber mais?"
vale a pena ir na Bienal do Livro SP?,"Com certeza! A Bienal Internacional do Livro de Sao Paulo e um dos maiores eventos literarios da America Latina, reunindo editoras, autores e leitores do mundo inteiro. Confira a programacao em www.bienaldolivro.com.br e planeje sua visita."
em que cidade e a Bienal do Livro SP?,A Bienal Internacional do Livro de Sao Paulo e realizada em Sao Paulo (SP) - Pavilhao do Anhembi.
quando ocorre a Bienal Internacional do Livro de Pernambuco?,"A Bienal Internacional do Livro de Pernambuco geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrope.com.br."
quais autores foram homenageados na FLIC?,"A FLIC - Festa Literaria de Belo Horizonte ja prestou homenagem a grandes nomes da literatura, como Guimaraes Rosa, Drummond de Andrade e Conceicao Evaristo. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flicbh.com.br."
tem entrada gratuita na Feira Unesp?,"Os precos dos ingressos da Feira do Livro da Unesp variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.livraria.unesp.br."
fala sobre a Bienal do Livro SP,"A Bienal Internacional do Livro de Sao Paulo e um dos maiores eventos literarios da America Latina, reunindo editoras, autores e leitores do mundo inteiro. Acesse www.bienaldolivro.com.br para mais informacoes."
em que mes acontece a Festival Literario SC?,"A Festival Literario Catarinense geralmente acontece em setembro. Para as datas exatas desta edicao, consulte www.festivalliterariosc.com.br."
a Feira do Livro POA e paga?,"Os precos dos ingressos da Feira do Livro de Porto Alegre variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.feiradolivro.com.br."
onde exatamente fica a FLOR?,"O endereco da FLOR - Feira Literaria do Orgulho e Resistencia e: Largo do Arouche, s/n - Republica, Sao Paulo (SP) - CEP 01219-010 (Largo do Arouche e adjacencias). Para informacoes de transporte e estacionamento, consulte www.feiraflor.com.br."
quais as atividades da Festival Literario SC?,"A Festival Literario Catarinense costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.festivalliterariosc.com.br proximo ao evento."
quais autores ja foram convidados para a Bienal Rio?,"A Bienal do Rio de Janeiro ja recebeu como convidados nomes como Milton Hatoum e Ailton Krenak, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.bienaldorio.com.br."
quero saber tudo sobre a Festa Literaria POA,"A Festa Literaria de Porto Alegre e um dos principais eventos literarios do Sul do Brasil, com intensa programacao de autores regionais e nacionais. Ocorre em novembro em Porto Alegre (RS). Mais informacoes em festaliterariaportaalegre.com.br."
a Bienal do Livro SP e paga?,"Os precos dos ingressos da Bienal Internacional do Livro de Sao Paulo variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivro.com.br."
quem e o homenageado da Feira Unesp?,"A Feira do Livro da Unesp ja prestou homenagem a grandes nomes da literatura, como Florestan Fernandes, Mario de Andrade e Paulo Freire. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.livraria.unesp.br."
tem como me informar sobre a FLOR?,"Claro! A FLOR - Feira Literaria do Orgulho e Resistencia acontece em junho, em Sao Paulo (SP). Para mais detalhes, acesse www.feiraflor.com.br."
quem foi homenageado na Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo ja prestou homenagem a grandes nomes da literatura, como Jorge Amado, Clarice Lispector e Ariano Suassuna. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivro.com.br."
a Bienal Bahia e paga?,"Os precos dos ingressos da Bienal do Livro Bahia variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrobahia.com.br."
em que cidade e a Flipocos?,A Flipocos - Festa Literaria de Pocos de Caldas e realizada em Pocos de Caldas (MG).
quem e o homenageado da FLIP?,"A FLIP - Festa Literaria Internacional de Paraty ja prestou homenagem a grandes nomes da literatura, como Hilda Hilst, Lima Barreto e Manoel de Barros. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flip.org.br."
ate logo,Ate logo! Espero ter ajudado. Continue participando das feiras literarias do Brasil!
tem bate-papo com autores na Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldolivro.com.br proximo ao evento."
onde e realizada a Festival Literario Catarinense?,A Festival Literario Catarinense e realizada em Florianopolis (SC).
o que e a Feira Unesp?,"A Feira do Livro da Unesp e uma feira academica e literaria promovida pela Editora Unesp, com forte presenca de titulos universitarios, tecnicos e de divulgacao cientifica. Acesse www.livraria.unesp.br para mais informacoes."
quando ocorre a FLIC - Festa Literaria de Belo Horizonte?,"A FLIC - Festa Literaria de Belo Horizonte geralmente acontece em junho. Para as datas exatas desta edicao, consulte www.flicbh.com.br."
qual o endereco da Feira Unesp?,"A Feira do Livro da Unesp acontece em: Rua Quirino de Andrade, 215 - Centro, Sao Paulo (SP) - CEP 01049-010 (Editora Unesp / Livraria da Unesp). Mais detalhes logisticos em www.livraria.unesp.br."
em que rua fica a Bienal do Livro SP?,"O endereco da Bienal Internacional do Livro de Sao Paulo e: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi). Para informacoes de transporte e estacionamento, consulte www.bienaldolivro.com.br."
tem oficinas na FLIC?,"A FLIC - Festa Literaria de Belo Horizonte costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flicbh.com.br proximo ao evento."
quando ocorre a Feira do Livro da Unesp?,"A Feira do Livro da Unesp geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.livraria.unesp.br."
quero saber tudo sobre a FLIC,"A FLIC - Festa Literaria de Belo Horizonte e um festival mineiro com forte identidade cultural, promovendo debates, oficinas e lancamentos de livros. Ocorre em junho em Belo Horizonte (MG). Mais informacoes em www.flicbh.com.br."
o que acontece na Feira Unesp?,"A Feira do Livro da Unesp costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.livraria.unesp.br proximo ao evento."
qual o periodo da Bienal PE?,"A Bienal Internacional do Livro de Pernambuco geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrope.com.br."
quais autores ja foram convidados para a Festa Literaria POA?,"A Festa Literaria de Porto Alegre ja recebeu como convidados nomes como Ailton Krenak e Conceicao Evaristo, entre outros autores. Os convidados de cada nova edicao sao anunciados em festaliterariaportaalegre.com.br."
qual a cidade da Flipocos?,A Flipocos - Festa Literaria de Pocos de Caldas e realizada em Pocos de Caldas (MG).
quem sao os homenageados da Feira do Livro POA?,"A Feira do Livro de Porto Alegre ja prestou homenagem a grandes nomes da literatura, como Moacyr Scliar, Lya Luft e Erico Verissimo. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.feiradolivro.com.br."
qual o impacto da Feira Unesp?,"A Feira do Livro da Unesp e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
me diz autores que ja foram na Bienal PE,"A Bienal Internacional do Livro de Pernambuco ja recebeu como convidados nomes como Itamar Vieira Junior, Djamila Ribeiro e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrope.com.br."
voce recomenda alguma feira para quem gosta de ensaio?,"Para quem aprecia ensaio, a Bienal do Livro SP costuma ter a maior variedade de titulos e lancamentos nesse estilo. A FLIP tambem tem mesas tematicas e debates sobre diferentes correntes literarias. Vale conferir a programacao antes de ir."
onde fica a Bienal Rio?,A Bienal do Rio de Janeiro e realizada em Rio de Janeiro (RJ) - Riocentro.
quais eventos tem na FLIP?,"A FLIP - Festa Literaria Internacional de Paraty costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flip.org.br proximo ao evento."
o que e a Bienal do Livro Bahia?,"A Bienal do Livro Bahia e um dos maiores eventos literarios do Nordeste, reunindo autores, editoras e leitores em Salvador com forte identidade cultural baiana. Acesse www.bienaldolivrobahia.com.br para mais informacoes."
qual o endereco da Feira do Livro POA?,"A Feira do Livro de Porto Alegre acontece em: Praca da Alfandega, s/n - Centro Historico, Porto Alegre (RS) - CEP 90010-150. Mais detalhes logisticos em www.feiradolivro.com.br."
me diz autores que ja foram na FLIP,"A FLIP - Festa Literaria Internacional de Paraty ja recebeu como convidados nomes como Lygia Fagundes Telles, Djamila Ribeiro e Conceicao Evaristo, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.flip.org.br."
em que mes acontece a Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo geralmente acontece em julho. Para as datas exatas desta edicao, consulte www.bienaldolivro.com.br."
o que e a FLIP - Festa Literaria Internacional de Paraty?,"A FLIP - Festa Literaria Internacional de Paraty e um festival intimista e sofisticado realizado na historica cidade de Paraty, reconhecido internacionalmente pela qualidade de sua programacao. Acesse www.flip.org.br para mais informacoes."
o que tem na Bienal Rio?,"A Bienal do Rio de Janeiro costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldorio.com.br proximo ao evento."
a Bienal do Livro SP e em qual cidade?,A Bienal Internacional do Livro de Sao Paulo e realizada em Sao Paulo (SP) - Pavilhao do Anhembi.
quais as atividades da Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldolivro.com.br proximo ao evento."
quais autores ja foram convidados para a Bienal Rio?,"A Bienal do Rio de Janeiro ja recebeu como convidados nomes como Djamila Ribeiro e Lygia Fagundes Telles, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.bienaldorio.com.br."
qual a data da Bienal PE?,"A Bienal Internacional do Livro de Pernambuco geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrope.com.br."
em que epoca do ano rola a Bienal Rio?,"A Bienal do Rio de Janeiro geralmente acontece em setembro. Para as datas exatas desta edicao, consulte www.bienaldorio.com.br."
em que rua fica a Bienal Rio?,"O endereco da Bienal do Rio de Janeiro e: Av. Salvador Allende, 6555 - Barra da Tijuca, Rio de Janeiro (RJ) - CEP 22783-127 (Riocentro, Pavilhao 3). Para informacoes de transporte e estacionamento, consulte www.bienaldorio.com.br."
quem ja foi convidado para a Festa Literaria POA?,"A Festa Literaria de Porto Alegre ja recebeu como convidados nomes como Ailton Krenak, Conceicao Evaristo e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em festaliterariaportaalegre.com.br."
qual a importancia da Feira Unesp?,"A Feira do Livro da Unesp e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
em que cidade e a FLOR?,A FLOR - Feira Literaria do Orgulho e Resistencia e realizada em Sao Paulo (SP).
qual o endereco da FLIP?,"A FLIP - Festa Literaria Internacional de Paraty acontece em: Praca da Matriz, s/n - Centro Historico, Paraty (RJ) - CEP 23970-000 (Casa da Cultura de Paraty e espacos do centro historico). Mais detalhes logisticos em www.flip.org.br."
quando ocorre a Festa Literaria de Porto Alegre?,"A Festa Literaria de Porto Alegre geralmente acontece em novembro. Para as datas exatas desta edicao, consulte festaliterariaportaalegre.com.br."
quanto custa o ingresso da Feira Unesp?,"Os precos dos ingressos da Feira do Livro da Unesp variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.livraria.unesp.br."
qual o endereco da FLIP?,"A FLIP - Festa Literaria Internacional de Paraty acontece em: Praca da Matriz, s/n - Centro Historico, Paraty (RJ) - CEP 23970-000 (Casa da Cultura de Paraty e espacos do centro historico). Mais detalhes logisticos em www.flip.org.br."
quanto custa o ingresso da Bienal PE?,"Os precos dos ingressos da Bienal Internacional do Livro de Pernambuco variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrope.com.br."
por que devo ir a Festival Literario SC?,"A Festival Literario Catarinense e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
quais as atividades da Bienal Bahia?,"A Bienal do Livro Bahia costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldolivrobahia.com.br proximo ao evento."
o que tem na Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flipocos.com.br proximo ao evento."
em que mes acontece a Bienal PE?,"A Bienal Internacional do Livro de Pernambuco geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrope.com.br."
quais autores ja foram convidados para a Bienal PE?,"A Bienal Internacional do Livro de Pernambuco ja recebeu como convidados nomes como Djamila Ribeiro e Ailton Krenak, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrope.com.br."
quem foi homenageado na Feira do Livro POA?,"A Feira do Livro de Porto Alegre ja prestou homenagem a grandes nomes da literatura, como Rubem Alves, Moacyr Scliar e Erico Verissimo. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.feiradolivro.com.br."
como fazer um bolo de chocolate?,"Receitas estao fora do meu alcance, mas se voce quiser, posso indicar livros de culinaria presentes nas feiras literarias."
onde exatamente fica a Bienal PE?,"O endereco da Bienal Internacional do Livro de Pernambuco e: Centro de Convencoes de Pernambuco - Complexo Viario Via Expressa, s/n - Camaragibe (PE) - CEP 54768-000. Para informacoes de transporte e estacionamento, consulte www.bienaldolivrope.com.br."
a Flipocos e em qual cidade?,A Flipocos - Festa Literaria de Pocos de Caldas e realizada em Pocos de Caldas (MG).
tem entrada gratuita na Bienal do Livro SP?,"Os precos dos ingressos da Bienal Internacional do Livro de Sao Paulo variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivro.com.br."
qual o endereco da Festival Literario SC?,"O endereco da Festival Literario Catarinense e: Centro Integrado de Cultura - Av. Irineu Bornhausen, 5600 - Agronomica, Florianopolis (SC) - CEP 88034-100 (CIC Florianopolis). Para informacoes de transporte e estacionamento, consulte www.festivalliterariosc.com.br."
quais escritores ja estiveram na Festa Literaria POA?,"A Festa Literaria de Porto Alegre ja recebeu como convidados nomes como Ailton Krenak, Djamila Ribeiro e Milton Hatoum, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em festaliterariaportaalegre.com.br."
me conta sobre a FLIC - Festa Literaria de Belo Horizonte,"A FLIC - Festa Literaria de Belo Horizonte e um festival mineiro com forte identidade cultural, promovendo debates, oficinas e lancamentos de livros. Acesse www.flicbh.com.br para mais informacoes."
quais as atividades da Feira Unesp?,"A Feira do Livro da Unesp costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.livraria.unesp.br proximo ao evento."
qual o endereco da Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas acontece em: Thermas Antonio Carlos - Av. Francisco Salles, 544 - Centro, Pocos de Caldas (MG) - CEP 37701-366. Mais detalhes logisticos em www.flipocos.com.br."
qual a historia da Feira do Livro POA?,"A Feira do Livro de Porto Alegre e a mais antiga feira literaria do Brasil, realizada ao ar livre na iconica Praca da Alfandega desde 1955. Acesse www.feiradolivro.com.br para mais informacoes."
qual a programacao da Feira Unesp?,"A Feira do Livro da Unesp costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.livraria.unesp.br proximo ao evento."
xau,Ate logo! Espero ter ajudado. Continue participando das feiras literarias do Brasil!
precisa pagar para entrar na FLIP?,"Os precos dos ingressos da FLIP - Festa Literaria Internacional de Paraty variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flip.org.br."
me explica o que e a Festival Literario SC,"A Festival Literario Catarinense e um dos principais festivais do Sul do Brasil, celebrando a literatura catarinense e nacional com debates, lancamentos e oficinas. Acesse www.festivalliterariosc.com.br para mais informacoes."
tem oficinas na Feira do Livro POA?,"A Feira do Livro de Porto Alegre costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.feiradolivro.com.br proximo ao evento."
quem ja foi convidado para a Bienal Bahia?,"A Bienal do Livro Bahia ja recebeu como convidados nomes como Djamila Ribeiro, Itamar Vieira Junior e Milton Hatoum, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrobahia.com.br."
tem como me informar sobre a FLIP?,"Claro! A FLIP - Festa Literaria Internacional de Paraty acontece em julho/agosto, em Paraty (RJ). Para mais detalhes, acesse www.flip.org.br."
me recomende uma feira para iniciantes em literatura,"Para quem esta comecando, a Bienal Internacional do Livro de Sao Paulo e excelente: tem uma enorme variedade de titulos, precos acessiveis e programacao para todos os gostos. A Feira do Livro de Porto Alegre tambem e muito acolhedora."
oi,"Ola! Sou o ChatLitera, seu guia sobre feiras literarias brasileiras. Posso ajudar com datas, locais, programacao, ingressos e muito mais. O que voce quer saber?"
quais escritores foram homenageados pela FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia ja prestou homenagem a grandes nomes da literatura, como Cassandra Rios, Joao Silverio Trevisan e Caio Fernando Abreu. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.feiraflor.com.br."
quanto custa o ingresso da Feira do Livro POA?,"Os precos dos ingressos da Feira do Livro de Porto Alegre variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.feiradolivro.com.br."
em que rua fica a Bienal PE?,"O endereco da Bienal Internacional do Livro de Pernambuco e: Centro de Convencoes de Pernambuco - Complexo Viario Via Expressa, s/n - Camaragibe (PE) - CEP 54768-000. Para informacoes de transporte e estacionamento, consulte www.bienaldolivrope.com.br."
me diz autores que ja foram na FLIC,"A FLIC - Festa Literaria de Belo Horizonte ja recebeu como convidados nomes como Itamar Vieira Junior, Ailton Krenak e Milton Hatoum, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.flicbh.com.br."
qual o melhor time de futebol do brasil?,Isso e muito controverso e foge do meu dominio! Mas posso dizer com certeza qual e o melhor evento literario para voce visitar. O que acha?
em que rua fica a Festa Literaria POA?,"O endereco da Festa Literaria de Porto Alegre e: Usina do Gasometro - Av. Presidente Joao Goulart, 551 - Centro Historico, Porto Alegre (RS) - CEP 90010-310. Para informacoes de transporte e estacionamento, consulte festaliterariaportaalegre.com.br."
